32, Private, 116539, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 55, United-States, >50K
41, Local-gov, 210259, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 166304, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 33, United-States, <=50K
43, Private, 303051, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
39, Private, 49308, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 192262, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K
49, Local-gov, 192349, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 4650, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 48063, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
43, Private, 170214, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Federal-gov, 51048, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Self-emp-inc, 246562, 5th-6th, 3, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Mexico, >50K
57, Local-gov, 215175, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
28, Private, 114967, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 464536, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 451996, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 138852, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, State-gov, 353012, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Self-emp-inc, 321822, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 75, United-States, >50K
50, Self-emp-not-inc, 324506, HS-grad, 9, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, 0, 0, 48, South, <=50K
36, Private, 162256, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
31, Local-gov, 356689, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 260199, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K
36, Private, 103605, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 316211, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 308691, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
39, Private, 194404, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
18, Private, 334427, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 36, United-States, <=50K
33, Private, 213226, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
35, Private, 342824, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 1151, 0, 40, United-States, <=50K
23, Private, 33105, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
37, Private, 147638, Bachelors, 13, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 36, Philippines, <=50K
25, Private, 315643, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K
51, Federal-gov, 106257, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 342768, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 108960, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 136935, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 13, United-States, <=50K
37, Self-emp-not-inc, 188774, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
29, Private, 280344, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 202496, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 37, United-States, <=50K
61, Self-emp-inc, 134768, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 175686, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 194748, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Female, 0, 0, 49, United-States, <=50K
49, Private, 61307, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 38, United-States, <=50K
51, Self-emp-not-inc, 165001, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 25236, 0, 50, United-States, >50K
34, Private, 325658, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 505980, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 185336, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
49, Self-emp-inc, 362795, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 99999, 0, 80, Mexico, >50K
26, Private, 126829, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 264600, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
36, Private, 82743, Assoc-acdm, 12, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 55, Iran, <=50K
63, Self-emp-not-inc, 125178, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 128487, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
40, Private, 321758, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 128220, 7th-8th, 4, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
49, Private, 176814, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Canada, <=50K
23, State-gov, 156423, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
25, Private, 169905, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K
28, Private, 176972, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
44, Self-emp-not-inc, 171424, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 2205, 35, United-States, <=50K
33, Private, 91811, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 203924, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 2597, 0, 45, United-States, <=50K
55, Private, 177484, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 1672, 40, United-States, <=50K
75, Self-emp-not-inc, 242108, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 2346, 0, 15, United-States, <=50K
61, Private, 132972, 9th, 5, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
53, Private, 157947, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, Local-gov, 177482, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K
48, Private, 246891, Some-college, 10, Widowed, Sales, Unmarried, White, Male, 0, 0, 50, United-States, >50K
28, State-gov, 158834, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
29, Private, 110442, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K
25, Private, 240676, Some-college, 10, Divorced, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 192939, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Local-gov, 260696, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
40, Local-gov, 55363, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 144949, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
55, Private, 116878, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 30, United-States, >50K
31, Local-gov, 357954, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
32, Self-emp-not-inc, 190290, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Italy, <=50K
26, State-gov, 203279, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 2463, 0, 50, India, <=50K
26, Private, 167761, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Private, 138845, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 144844, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 52, United-States, >50K
26, Private, 55743, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
40, Self-emp-not-inc, 117721, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
19, Self-emp-not-inc, 116385, 11th, 7, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
58, Private, 301867, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 238913, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Self-emp-not-inc, 123983, Some-college, 10, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 63, South, <=50K
26, Private, 165510, Bachelors, 13, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
64, Private, 183513, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
42, Self-emp-inc, 119281, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
41, Private, 152629, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 110171, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 211440, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
41, Local-gov, 359259, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 125796, 11th, 7, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, Jamaica, <=50K
34, Private, 39609, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 111567, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 45, Germany, >50K
23, Private, 44064, Some-college, 10, Separated, Other-service, Not-in-family, White, Male, 0, 2559, 40, United-States, >50K
35, Self-emp-not-inc, 120066, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K
41, Private, 132633, 11th, 7, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 25, Guatemala, <=50K
39, Private, 192702, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
41, Private, 166813, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
33, Self-emp-inc, 40444, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 290504, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 178505, Some-college, 10, Never-married, Exec-managerial, Other-relative, White, Female, 0, 1504, 45, United-States, <=50K
25, Private, 175370, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
77, Self-emp-not-inc, 72931, 7th-8th, 4, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, Italy, >50K
66, Private, 284021, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 277974, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
44, Private, 111275, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
45, Self-emp-inc, 191776, Masters, 14, Divorced, Sales, Unmarried, White, Female, 25236, 0, 42, United-States, >50K
28, Private, 125527, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
19, Private, 38294, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 2597, 0, 40, United-States, <=50K
43, Private, 313022, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 4386, 0, 40, United-States, >50K
39, Private, 179668, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 15024, 0, 40, United-States, >50K
33, Private, 198660, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 216116, HS-grad, 9, Married-spouse-absent, Other-service, Not-in-family, Black, Female, 0, 0, 40, Jamaica, <=50K
62, Private, 200922, 7th-8th, 4, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 153372, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
41, Private, 406603, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 6, Iran, <=50K
23, Local-gov, 248344, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K
48, Private, 240629, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, >50K
38, Private, 314310, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
37, Private, 259785, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
45, Private, 127111, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
29, Private, 178272, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
66, Local-gov, 75134, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
19, Private, 195985, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
23, Private, 221955, 9th, 5, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 39, Mexico, <=50K
34, Private, 177675, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 182828, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
33, Self-emp-not-inc, 270889, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
43, Private, 183096, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
27, Private, 336951, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States, <=50K
33, State-gov, 295589, Some-college, 10, Separated, Adm-clerical, Own-child, Black, Male, 0, 0, 35, United-States, <=50K
26, Private, 289980, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, Mexico, <=50K
56, Self-emp-inc, 70720, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K
46, Private, 163352, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States, <=50K
38, Private, 190776, Assoc-acdm, 12, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
90, Private, 313986, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
72, Self-emp-inc, 473748, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, >50K
